gene_id	L3_FPKM	L4_FPKM	L5_FPKM	L7_FPKM	L8_FPKM
Kcna3	0.456593	0.546566	0.344364	0.295695	0.367431
Kcna4	4.92282	5.34886	5.29857	5.54457	5.89603
Kcna5	0.404259	0.39131	0.542369	0.531688	0.525295
Kcna6	37.9824	35.4156	35.4877	35.8209	37.4496
Kcna7	0.0487727	0.0895545	0.5633	0.232058	0.0914076
Kcnab1	68.5778	64.0248	64.8063	59.0369	65.0532
Kcnab2	277.5	248.621	254.783	237.122	254.727
Kcnab3	1.3539	1.32199	0.939294	1.28543	1.00011
Kcnb1	25.0114	25.4617	24.0843	25.458	24.3697
Kcnb2	10.7732	11.9009	12.1918	13.5024	10.4193
Kcnc1	15.7893	12.9377	14.0193	11.7303	14.5585
Kcnc2	4.15359	3.95541	4.72322	4.85292	4.73169
Kcnc3	31.3345	26.8564	31.1316	25.2475	28.7078
Kcnc4	14.5688	15.0533	12.7552	12.6641	14.5484
Kcnd1	76.8789	75.9464	75.6261	71.9113	85.4313
Kcnd2	0.619333	0.306924	0.33144	0.443789	0.601082
Kcnd3	29.5279	29.8884	28.762	30.2474	29.9016
Kcne1l	1.45257	1.34783	1.14302	0.701413	1.10211
Kcne2	0.0570598	0	0.0451106	0.0815988	0.0884184
Kcne3	0.181051	0.127198	0.258078	0.472267	0.418058
Kcne4	0.729818	0.633914	0.815092	1.39691	0.903826
Kcnf1	1.47496	1.41067	1.60762	1.15887	1.29664
Kcng1	1.50949	1.37352	0.99629	1.93549	1.3052
Kcng2	4.50399	4.23816	4.32089	3.46555	4.25681
Kcng3	2.56457	2.97805	2.62599	3.29721	1.8969
Kcng4	6.96766	6.14796	6.5118	5.76019	6.25784
Kcnh1	9.74797	8.8295	9.05082	7.99213	8.38926
Kcnh2	28.6599	25.1458	24.1505	22.0849	26.8543
Kcnh3	0.354144	0.332455	0.774384	0.662283	0.577264
Kcnh4	0.0917481	0	0.0137798	0	0
Kcnh5	2.58994	2.67456	2.30899	2.59254	2.15569
Kcnh6	12.2227	11.277	11.0695	11.4294	10.9408
Kcnh7	15.4225	18.7641	15.9511	16.5845	14.2081
Kcnh8	1.45028	2.00337	1.58913	2.08971	1.96938
Kcnip1	26.8392	25.5342	26.5174	24.0577	30.5301
Kcnip2	57.3496	54.4364	52.3058	50.1992	52.8419
Kcnip3	86.4351	84.2153	82.8048	82.0508	85.8718
Kcnip4	135.191	131.103	130.362	133.162	128.652
Kcnj10	17.7305	17.6446	18.6585	17.5294	18.8277
Kcnj11	3.8624	3.01293	3.29951	3.04711	3.34349
Kcnj12	12.3331	12.2288	11.7142	10.604	11.9808
Kcnj13	1.1928	1.29867	0.863498	1.45537	0.577298
Kcnj14	0.545059	0.442207	0.646042	0.68146	0.776523
Kcnj15	0.0786583	0.0146609	0.0727585	0.241228	0.0699914
Kcnj16	1.43232	1.36887	1.54327	1.52915	1.82523
Kcnj2	1.18717	1.30788	1.62144	2.30506	1.10565
Kcnj3	9.93612	5.98879	9.05199	9.08735	6.91114
Kcnj4	1.95806	1.59167	2.48344	1.33255	2.02897
Kcnj5	0	0.0546638	0	0	0
Kcnj6	0.818563	0.655972	0.643126	0.507442	0.471565
Kcnj8	0.55909	0.4489	0.689176	0.811203	0.521732
Kcnj9	0.769229	0.638036	0.783422	0.599159	0.852159
Kcnk1	49.0233	48.9893	48.0162	40.1094	46.2161
Kcnk10	1.96904	2.49549	2.26723	2.58278	2.30945
Kcnk12	11.3162	10.2183	10.5631	10.088	11.8068
Kcnk13	3.96828	4.65405	4.22782	3.70583	4.00346
Kcnk16	0.199585	0.179461	0	0.201734	0.590531
Kcnk18	4.90922	5.35706	4.91876	5.23103	5.11658
Kcnk2	4.47911	3.60218	3.59983	4.58004	3.67126
Kcnk3	4.5927	4.86595	4.48773	3.74755	4.1391
Kcnk4	4.64345	4.76257	5.66851	5.43826	6.34067
Kcnk5	1.90223	2.50467	1.99585	2.54856	2.15007
Kcnk6	0.3132	0.453418	0.343094	0.49777	0.286392
Kcnk7	0.0966311	0.259387	0.0740378	0.129454	0.0720765
Kcnk9	0.887952	0.840496	0.781853	1.25191	0.762869
Kcnma1	9.41139	8.12236	8.93185	8.49566	8.10109
Kcnmb1	18.0339	21.7595	20.1414	19.1699	21.8158
Kcnmb2	2.05771	1.76562	2.16601	2.57697	1.83305
Kcnmb4	20.3391	23.672	20.1646	20.3146	21.5043
Kcnn1	8.66891	9.24042	8.96792	8.0774	9.64186
Kcnn2	4.93249	4.30542	5.73051	4.72563	5.98351
Kcnn3	0.644355	0.443769	0.530304	0.696698	0.599821
Kcnn4	7.17098	6.09045	5.60826	5.65831	7.54189
Kcnq1	0.199902	0.236733	0.267424	0.146784	0.145191
Kcnq1ot1	0.131486	0.10917	0.173131	0.145471	0.145554
Kcnq2	34.0654	33.2563	31.5298	31.8211	32.4161
Kcnq3	4.17662	4.581	3.97156	4.51699	3.56446
Kcnq4	8.48807	8.13126	8.98814	5.75726	7.71999
Kcnq5	4.94818	4.74972	5.05723	4.75774	5.49359
Kcnrg	0.596784	0.11568	0.331198	0.30413	0.0930333
Kcns1	32.2044	28.3371	29.0755	23.3495	30.9174
Kcns2	1.0933	0.815046	0.79566	1.01022	0.692047
Kcns3	27.2588	26.0312	24.8854	25.2955	26.9687
Kcnt1	40.6948	35.111	36.6105	34.8311	34.2336
Kcnt2	2.73987	3.36365	2.65263	2.74107	2.34362
Kcnu1	2.31444	1.89721	1.67073	2.07585	1.89905
Kcnv1	12.5954	12.2348	11.6797	15.0696	13.3344
Kcnv2	0.0334239	0	0	0.0473148	0
Kcp	0.166101	0.147488	0.125053	0.188658	0.0881518
Kctd1	8.5717	7.03734	8.64155	8.77116	8.74101
Kctd10	59.2338	60.7815	57.2269	59.8259	54.5031
Kctd11	3.91099	4.40605	4.5239	5.34336	3.91779
Kctd12	3.50575	3.67538	4.39679	5.45365	3.18181
Kctd12b	1.15481	1.098	1.46249	1.9894	1.16836
Kctd13	19.3832	18.931	18.8691	18.8371	20.5128
Kctd14	0.980346	0.925263	0.362298	0.652607	0.716301
Kctd15	8.45655	7.83169	8.74522	6.76987	9.24823
Kctd16	10.1392	12.89	10.6634	12.6818	11.1129
Kctd17	54.5545	50.4489	52.9682	46.5013	50.7713
Kctd18	5.77515	6.74357	5.52101	5.28636	5.96836
Kctd19	1.01202	0.511621	0.7083	0.582588	0.655181
Kctd2	43.6042	40.1375	37.0129	37.4745	38.6129
Kctd20	24.2454	26.5256	24.6981	24.807	25.2008
Kctd21	4.06775	3.71302	3.77067	5.08883	4.22089
Kctd3	16.5127	15.828	15.836	15.713	16.1723
Kctd4	0.65295	0.583356	0.809385	0.799184	0.817988
Kctd5	19.8322	20.2482	20.0144	19.6566	19.8714
Kctd6	27.2424	26.4015	27.1575	26.5056	28.4215
Kctd7	8.81106	8.28537	8.46928	8.07574	9.29779
Kctd8	26.893	27.5428	26.1381	26.0007	26.3062
Kctd9	38.6174	37.8587	37.6469	37.3312	38.3033
Kdelc1	4.00247	3.51816	4.462	3.86893	3.24251
Kdelc2	6.75944	6.3263	5.72925	7.34021	6.55488
Kdelr1	38.6729	42.5096	40.2183	39.5262	39.7219
Kdelr2	26.5403	27.0431	30.051	30.5206	26.169
Kdelr3	5.53474	5.05977	6.50663	7.33853	3.93231
Kdm1a	17.1729	17.4068	15.3254	15.7569	14.4123
Kdm1b	1.98667	2.75462	2.64087	2.86625	2.54713
Kdm2a	15.5809	15.3392	16.5284	16.335	16.5652
Kdm2b	4.26064	5.29713	5.33319	5.12265	4.59029
Kdm3a	5.44909	5.46782	6.35139	5.86307	5.93794
Kdm3b	5.51032	5.75362	6.11229	6.62243	6.51286
Kdm4a	12.6196	11.7199	11.6218	11.7273	11.3697
Kdm4b	10.1642	8.5523	8.67002	8.92691	9.20775
Kdm4c	5.95212	5.96491	6.52407	5.93094	5.61468
Kdm4d	1.34145	1.10129	1.01566	0.970485	0.990348
Kdm5a	5.46718	5.46719	5.35226	5.78847	4.91396
Kdm5b	6.24982	6.54386	6.12875	7.29728	6.91845
Kdm5c	8.21359	7.29111	8.13882	8.23923	8.11182
Kdm5d	3.76512	3.10103	3.92991	3.88661	3.47801
Kdm6a	4.69297	5.00349	4.93349	5.31762	5.1722
Kdm6b	4.83555	3.79098	4.63156	4.52072	3.98133
Kdm8	4.62428	5.56525	4.7749	4.42092	5.31782
Kdr	2.118	1.92607	2.06431	2.09054	1.55331
Kdsr	10.2559	9.60526	9.45717	10.0346	10.5028
Keap1	21.3046	18.9399	17.9266	17.7936	19.2996
Keg1	0	0	0.0500668	0.045317	0
Kel	0.188897	0.352295	0.294537	0.396823	0.311422
Khdc1a	0	0	0	0	0.0452517
Khdc1b	0	0	0	0	0.0391359
Khdc3	0.269986	0	0	0.107764	0.121964
Khdrbs1	36.1574	35.4925	35.5923	37.6544	35.3104
Khdrbs2	0.874864	1.08526	1.15766	1.88406	2.00653
Khdrbs3	22.9451	18.8108	22.6054	21.119	24.0437
Khk	13.3134	13.0898	10.3698	12.5219	11.0118
Khnyn	6.30353	5.47785	5.18312	6.33759	5.44696
Khsrp	12.0219	11.0058	10.8267	9.86796	11.258
Kidins220	63.4628	61.3357	62.3217	61.1315	60.4863
Kif11	0.681873	1.03489	1.14051	1.14996	0.785634
Kif12	0.0303514	0	0	0	0
Kif13a	5.44849	6.01546	5.85657	5.89649	6.53942
Kif13b	8.97936	9.68814	9.15144	10.4624	8.29489
Kif14	0.0522896	0.151524	0.0249499	0.120846	0.0649973
Kif15	0.188219	0.20431	0.243812	0.279013	0.105137
Kif16b	11.4299	11.5283	11.476	11.8398	11.059
Kif17	0.743385	0.649115	0.797897	0.893717	1.17926
Kif18a	0.639052	0.646453	0.647079	0.529737	0.439993
Kif18b	0.057702	0.170561	0.11592	0.0764285	0.0837977
Kif19a	7.98959	9.96467	7.22987	7.83448	5.88309
Kif1a	192.954	178.55	182.889	172.564	189.465
Kif1b	198.664	197.452	194.095	199.012	199.174
Kif1c	6.25125	7.00891	7.94703	7.66607	6.47728
Kif20a	0.508811	0.796735	0.529626	0.564398	0.488042
Kif20b	0.245626	0.33852	0.376562	0.281597	0.215472
Kif21a	170.488	169.627	171.62	168.064	166.163
Kif21b	3.40114	2.65471	3.41875	2.6324	2.84469
Kif22	1.76765	1.40003	1.47379	1.50365	1.47437
Kif23	1.16	0.989696	1.2887	1.24886	0.976247
Kif24	0.403638	0.263477	0.261624	0.234845	0.255194
Kif26a	0.878152	0.786707	0.806931	0.952155	0.756993
Kif26b	4.71144	4.37282	4.27788	5.07785	4.60392
Kif27	0.299809	0.23749	0.136181	0.247309	0.149779
Kif2a	37.3387	36.3338	39.5699	40.3497	35.5623
Kif2c	0.0836503	0.132089	0.220335	0.197689	0.0867192
Kif3a	70.2781	77.9945	76.9439	75.9388	75.3616
Kif3b	21.1523	21.569	20.5453	21.2203	21.6986
Kif3c	47.5151	45.8258	44.8362	43.9413	47.9554
Kif4	0.0552317	0.179515	0.133174	0.241948	0.0876574
Kif5a	288.564	268.005	274.39	261.077	271.696
Kif5b	126.989	126.016	123.145	137.454	117.341
Kif5c	171.849	164.786	158.776	166.53	166.511
Kif6	0.250635	0.141322	0.133747	0.21202	0.174194
Kif7	0.665243	0.740941	0.463639	0.651236	0.632714
Kif9	1.46026	0.99983	1.53626	1.54301	1.71756
Kifap3	129.13	133.354	131.026	133.584	126.116
Kifc1	0.282336	0.355873	0.219581	0.19329	0.43132
Kifc2	19.7503	15.4248	18.767	17.4939	16.5865
Kifc3	7.44105	6.4101	7.58403	6.13255	6.4641
Kifc5b	0.266228	0.337413	0.233483	0.388507	0.229711
Kin	6.43143	7.98595	9.1384	9.2063	7.52217
Kirrel	4.13099	4.53192	4.78349	4.39597	4.68245
Kirrel2	0.0230853	0.0413744	0	0	0.033956
Kirrel3	10.8097	9.74966	9.46249	8.26234	9.47571
Kis2	0	0	0.0458368	0	0
Kiss1r	1.59519	1.89176	2.21978	1.66275	2.06258
Kit	18.7421	18.5238	18.3238	19.4396	20.792
Kitl	19.9241	21.5065	19.3956	21.6441	19.2353
Kl	0.356086	0.53791	0.641641	0.622343	0.432849
Klb	0.141143	0	0.0550917	0.016475	0.0179354
Klc1	655.834	647.344	642.649	596.627	683.73
Klc2	127.474	116.922	123.377	112.768	125.446
Klc3	0.355242	0.737053	0.847202	0.865273	0.592913
Klc4	11.0838	11.959	11.0645	10.464	10.297
Klf1	0.0452382	0.82739	0.273145	0.323233	0.233909
Klf10	7.80731	8.30119	9.37455	8.26383	9.45719
Klf11	4.39579	3.48998	4.79692	4.15416	3.41488
Klf12	1.83041	1.89564	2.28292	2.3261	2.3233
Klf13	16.6132	15.5635	16.0767	16.1471	15.4398
Klf14	0	0	0.0208891	0	0
Klf15	3.41914	4.52313	4.53466	4.9362	3.07046
Klf16	6.50526	5.99584	5.79545	5.16459	6.17724
Klf17	0	0.0898239	0	0.084201	0.036288
Klf2	5.37172	7.68938	7.84616	7.1141	5.52446
Klf3	6.16925	6.71052	7.40101	7.77735	5.74929
Klf4	1.18664	1.67386	2.27995	2.01467	1.04324
Klf5	8.89442	9.5801	11.5049	10.9538	10.4367
Klf6	17.8391	18.7355	20.9394	21.9222	17.8253
Klf7	46.9583	48.9839	45.132	45.6434	45.5899
Klf8	4.78275	3.98843	4.64607	4.67544	5.17903
Klf9	23.3077	24.5972	25.3302	26.2492	24.5752
Klhdc1	5.01438	4.40666	4.99427	5.25535	5.18644
Klhdc10	24.427	24.0889	22.1619	24.4326	23.8396
Klhdc2	110.476	111.219	108.557	107.307	112.122
Klhdc3	51.0774	51.6374	53.4143	51.3275	52.1275
Klhdc4	7.61413	6.9343	7.5485	7.36565	7.4902
Klhdc7a	0.0589045	0.0426766	0.188647	0.254967	0.0870944
Klhdc8a	6.2006	6.11217	5.29454	4.84039	5.62638
Klhdc8b	9.5258	9.44455	9.21066	8.87796	9.99006
Klhdc9	9.15059	8.16661	10.0634	8.74463	9.78232
Klhl1	0.321152	0.143916	0.494351	0.322742	0.194004
Klhl10	0.122974	0.19276	0.0641569	0.231268	0.156128
Klhl11	6.75766	6.69069	6.91553	7.13634	6.43705
Klhl12	14.0668	12.7325	13.2149	13.346	15.1195
Klhl13	8.51793	7.48839	9.93476	10.2921	8.49578
Klhl14	0	0.0365403	0	0	0.0295707
Klhl15	1.81563	2.60715	1.78331	2.50107	1.75444
Klhl17	12.5384	10.9221	10.5416	10.9363	10.5325
Klhl18	4.2367	5.28054	4.68421	5.26135	4.4219
Klhl2	22.7162	24.6146	25.7531	24.6173	25.9173
Klhl20	22.701	23.3752	23.7416	22.3398	24.3941
Klhl21	10.29	11.0294	11.0678	9.85794	11.0556
Klhl22	17.2249	16.0699	16.5095	15.8597	16.4762
Klhl23	1.28611	1.93178	2.08127	2.19887	1.64063
Klhl24	9.94056	10.4393	10.2259	11.1694	9.10587
Klhl25	2.93956	2.65161	3.51665	2.76612	3.11694
Klhl26	16.4934	15.7369	15.6746	14.3745	17.1114
Klhl28	8.86439	9.23005	7.7901	9.47172	7.57513
Klhl29	7.23453	6.41704	7.09791	6.3688	7.24343
Klhl3	1.7537	1.98136	2.15139	2.16172	1.60208
Klhl30	0	0.0463581	0.273566	0.155117	0
Klhl31	0.244454	0.0887904	1.73859	0.529459	0.153238
Klhl32	1.8309	1.97644	1.62471	2.17935	1.59517
Klhl33	1.78824	1.84348	1.6326	1.16585	1.27239
Klhl34	3.33656	3.33221	3.10861	3.33654	3.61549
Klhl35	0.148312	0.440062	0.379685	0.321777	0.184912
Klhl36	1.40639	1.4669	1.38294	0.699547	1.92032
Klhl38	0.428037	0.655597	0.769454	0.687609	0.403955
Klhl4	0.637998	1.11564	0.637566	0.729119	0.53826
Klhl40	0.211731	0.387397	1.04197	0.360605	0.0537054
Klhl41	0.24247	0.159194	3.53149	0.984493	0.160533
Klhl42	5.43239	5.52467	5.45938	5.40827	5.49873
Klhl5	31.9218	30.2209	30.8134	31.9866	32.9996
Klhl6	0.936975	0.751961	0.780232	0.563254	0.893789
Klhl7	32.6487	29.2176	32.4297	30.9261	29.0115
Klhl8	3.51235	4.11599	4.5433	3.38808	4.26834
Klhl9	35.4303	35.975	33.5247	34.6879	32.0644
Klk1	0	0	0.0795121	0	0
Klk10	0.12549	0	0.237857	0.125843	0.182932
Klk11	0	0.0470337	0	0.105528	0.115499
Klk13	0.144321	0	0.210058	0	0.0505257
Klk14	0.913091	0.205325	0.464426	0.87548	0.509235
Klk1b27	0	0	0	0	0.0710373
Klk4	0.132662	0.118708	0	0	0.0491145
Klk5	1.84046	1.7712	2.00639	1.57598	1.95076
Klk6	0	0.183578	0	0	0
Klk7	0	0	0	0	0.0389253
Klk8	0.789352	1.16377	0.921175	0.528212	1.12365
Klk9	0.0507332	0	0.0769809	0	0.0742867
Klkb1	0.149313	0	0.0893324	0.0542597	0
Klra1	0	0	0	0	0
Klra10	0	0	0	0	0.107122
Klra12	0	0	0.000733855	0	0.000400548
Klra13-ps	0	0	0.225337	0	0.110359
Klra17	0.0987775	0.0955423	0	0.0722322	0
Klra2	0.0690909	0.138386	0.112196	0	0.550613
Klra21	0.000347675	1.61E-05	0	0	0
Klra33	0	0	0	0.348115	0
Klra4	0	0	0	4.49E-05	0
Klra8	0.110191	0.108909	0	0	0
Klra9	0.1963	0	0.159154	0	0.0781858
Klrb1a	1.9244	2.78842	1.83801	2.7693	1.42696
Klrb1b	0.0454435	0.179373	0.10973	0.505904	0
Klrb1c	0	0.584678	0.0639098	0.146217	0
Klrb1f	0	0.126907	0.0463808	0	0
Klrd1	0.17372	0	0.552794	0.253906	0.135698
Klre1	0	0.148211	0	0	0.120179
Klrg1	0	0.160579	0.0658996	0	0
Klrg2	2.17463	2.00055	2.20388	2.57216	2.2965
Klri2	0	0.0256757	0	0	0
Klrk1	0	0.123528	0.100499	0.0464875	0.0738104
Kmo	0.127951	0.41907	0.205705	0.219783	0.0670944
Kmt2a	8.02565	7.05676	8.3361	8.88795	7.48774
Kmt2b	5.08256	4.38504	4.74913	4.87672	4.30894
Kmt2c	5.74326	6.31932	5.92138	6.30921	5.33147
Kmt2d	4.18141	3.84138	4.40228	4.16984	4.0499
Kmt2e	7.5915	8.89739	8.74467	9.56181	7.57197
Kncn	0.267949	0	0.135262	0.177467	0
Kndc1	3.50326	3.23494	3.40102	3.28052	3.10821
Kng1	0.0453098	0	0.0263638	0.0338728	0.0363958
Kng2	0	0.0562923	0.0469777	0.0848617	0
Knop1	7.03888	6.87814	7.39162	7.32004	6.3404
Knstrn	0.572941	0.605187	0.387943	0.741791	0.650735
Kntc1	1.15608	1.13961	1.0895	1.01792	1.26159
Kpna1	39.3222	44.2819	44.654	42.6214	43.951
Kpna2	33.8424	32.5193	31.4186	34.4408	35.65
Kpna3	28.9313	29.9108	31.0226	31.4652	30.2719
Kpna4	32.8336	31.6347	32.1515	34.0208	31.5647
Kpna6	17.8412	21.0785	20.6125	21.5363	20.8306
Kpnb1	48.3283	50.4259	48.8314	48.6528	49.3937
Kptn	5.64294	5.77411	5.291	4.47942	5.18998
Kras	31.6323	35.1581	34.7759	40.9237	33.1832
Krba1	2.53886	2.16771	2.84661	2.89253	2.73158
Krcc1	11.4642	14.1783	11.2458	15.4485	12.614
Kremen1	4.90814	5.13262	5.37368	4.40989	5.07366
Kremen2	0.111763	0.133582	0.0568251	0	0.110838
Kri1	10.3726	7.95076	9.66903	8.81578	9.04187
Krit1	8.47163	9.85863	11.4238	11.962	8.94878
Krr1	6.16319	4.53738	6.27431	5.54455	4.85077
Krt1	0.71454	0.600275	0.671201	0.571332	0.991067
Krt10	1.05393	1.21622	1.95155	1.91919	1.83846
Krt12	0	0.0912727	0.114743	0.0680387	0.0378647
Krt13	0	0.058176	0.0987833	0.0433965	0.0976416
Krt14	0.253585	0	0	0.0687477	0
Krt15	0.103915	0	0	0	0
Krt17	0	0	0.0876912	0	0.0434975
Krt18	0	0	0	0.0373459	0
Krt19	0.381517	0.52041	0.988772	0.866858	0.0977345
Krt2	0	0	0.0266672	0.048125	0.0265232
Krt20	0	0	0.0339268	0.0305293	0
Krt222	22.5399	20.3351	23.2373	20.4997	20.8947
Krt23	0	0	0	0	0.0827824
Krt24	0	0	0	0.0395014	0.0871776
Krt25	1.12568	1.46734	0.84152	0.743301	0.827821
Krt26	0.202464	0.162954	0.37796	0.29258	0.267248
Krt27	2.80177	2.8181	2.6383	1.97948	2.30788
Krt28	0.661789	0.968713	0.388247	0.685537	0.597978
Krt4	0	0.035811	0.0302895	0	0
Krt40	0	0.125669	0.106315	0	0
Krt42	0.0530678	0	0.0411099	0	0
Krt7	0.311146	0.0478777	0	0.0356431	0.0401091
Krt75	0	0	0	0.0651594	0.0179542
Krt76	0	0	0.060109	0	0.029681
Krt78	0	0.0733343	0	0.0183653	0.0408639
Krt79	0.0792165	0.111019	0.0931385	0.0826296	0.276945
Krt8	0	0.0396035	0	0	0.100093
Krt80	0.0451634	0.251533	0.425195	0.344278	0.104974
Krt82	0.0374195	0	0	0	0
Krt83	0.087994	0.208751	0.20346	0.070098	0.0997692
Krt85	0.155991	0.0968921	0	0.147873	0.116069
Krt9	0.478805	0.374356	0.155056	0.211564	0.232542
Krtap10-4	0	0	0	0.0747976	0
Krtap1-3	0	0	0.0873036	0	0.0840687
Krtap1-4	0	0	0.12412	0	0
Krtap3-3	0	0	0	0	0.186779
Krtap4-16	0	0	0	0.0635979	0
Krtap5-2	0	0.10831	0	0	0
Krtap5-3	0	0.0898317	0	0	0
Krtap5-5	0	0	0	0.0856296	0
Krtcap2	86.4899	98.5153	92.5699	94.423	108.801
Krtcap3	0.482127	0.879052	0.462643	0.649395	0.628777
Krtdap	0.343234	0.608824	0	0.233598	0.532365
Ksr1	4.56012	4.32182	4.52485	4.62109	4.54503
Ksr2	2.19973	2.50617	2.58962	2.61567	2.18572
Kti12	7.76778	6.54346	6.2393	7.26432	7.94882
Ktn1	19.8597	19.8712	22.7411	22.5956	18.3284
Kxd1	15.4716	14.8165	15.1662	15.4956	14.9529
Ky	0.277954	0.157174	0.692197	0.641891	0.237001
Kynu	0.0814304	0.282639	0.065658	0.120487	0.0962553
L1cam	111.748	102.376	107.227	100.009	106.447
L1td1	0	0	0	0.0454755	0
L2hgdh	2.76697	2.66417	2.84631	3.03358	2.36055
L3hypdh	1.17727	0.546111	1.24623	1.42726	0.996886
L3mbtl1	5.48124	3.09962	4.20916	4.30273	4.36785
L3mbtl2	8.10966	8.47261	7.44474	7.80356	7.64339
L3mbtl3	1.72444	2.17255	2.28317	2.34572	1.57269
L3mbtl4	2.16793	1.56516	1.55313	1.73131	1.8794
l7Rn6	28.4455	35.9728	37.444	34.3907	35.303
Lacc1	3.48843	4.0726	4.23212	3.68876	4.45583
Lace1	6.88788	7.18975	7.08059	5.89601	6.79948
Lactb	7.06268	7.79086	8.0412	6.65004	7.25316
Lactb2	22.8776	22.0574	22.2808	25.2296	22.272
Lad1	0.0674308	0.0199395	0	0.0445424	0.0165285
Lag3	0.534819	0.682275	0.373501	0.29841	0.197392
Lage3	13.4263	11.4947	13.3042	13.8556	13.6822
Lair1	0.468901	0.510175	0.69016	1.04058	0.691607
Lalba	0	0	0	0.0675646	0.0724711
Lama1	0.613278	0.562251	0.374551	0.50589	0.686569
Lama2	5.90216	5.54803	5.51296	7.16061	4.8274
Lama3	0.669617	0.635412	0.716805	0.765467	0.662427
Lama4	8.52812	9.08031	8.28407	10.8807	8.08164
Lama5	1.56092	1.51151	1.19736	1.62203	1.25153
Lamb1	21.5744	23.5509	20.3515	24.4433	18.1845
Lamb2	6.0925	6.8151	7.30577	8.2301	5.87898
Lamb3	0.0368651	0.0335723	0.0990999	0.0625642	0.0691921
Lamc1	13.6961	13.0649	14.1111	17.6983	12.9026
Lamc2	0.503275	0.445691	0.465282	0.395535	0.400194
Lamc3	1.00582	0.771181	1.06261	1.38687	0.781199
Lamp1	240.98	237.104	223.762	226.126	236.821
Lamp2	180.526	183.615	176.59	192.832	179.613
Lamp5	0.174801	0.120277	0.134165	0.0601127	0.229439
Lamtor1	72.7302	64.6865	67.0345	62.8374	68.0728
Lamtor2	84.9669	74.8828	75.0149	81.1867	85.3412
Lamtor3	39.819	45.9293	39.5142	38.5736	36.3139
Lamtor4	56.2732	62.0243	51.7561	56.1347	63.0233
Lamtor5	47.5006	51.8962	48.2965	51.8503	53.616
Lancl1	45.8985	46.2776	47.4028	42.3167	47.0567
Lancl2	20.279	19.189	20.2494	19.977	21.8969
Lancl3	9.79829	8.56222	7.79527	7.91914	7.25147
Lao1	0	0.0649521	0.191763	0.0971426	0.0531831
Lap3	31.0409	35.7432	34.0935	34.1384	34.1355
Laptm4a	158.602	164.535	194.748	172.5	169.661
Laptm4b	77.0569	81.3838	82.3061	81.5222	81.4778
Laptm5	3.41084	5.46891	3.99586	5.70654	3.40118
Large	26.5827	25.5525	26.3201	24.2178	25.7424
Larp1	39.0868	37.2999	38.5069	35.8566	36.7426
Larp1b	13.4886	13.658	13.5129	13.4279	14.6142
Larp4	18.7384	20.3595	20.8939	23.0286	20.9479
Larp4b	23.9241	24.2212	25.3775	25.0231	23.2306
Larp6	13.9447	14.7751	12.3752	12.5212	14.1367
Larp7	13.4355	13.0932	11.6182	13.745	11.1547
Lars	20.278	18.2366	17.8954	18.9867	20.1189
Lars2	37.1554	35.9702	42.5388	35.5515	55.9656
Las1l	17.0747	18.6175	16.8569	17.4504	15.4739
Lasp1	35.5019	33.6919	35.087	33.5024	34.5371
Lat	0.070862	0.446054	0	0.379841	0.0523961
Lat2	0.468441	0.711928	0.459881	0.561175	0.887598
Lats1	6.68944	7.51028	6.87918	8.53853	6.88954
Lats2	12.6673	14.2596	13.5785	14.5122	12.8361
Lax1	0.262176	0.14129	0.147403	0.132301	0.086823
Layn	0.812981	1.40673	1.09495	0.714255	1.44553
Lbh	29.459	30.2771	28.6311	29.4239	29.1969
Lbp	3.49058	4.85598	5.5984	8.05221	3.52034
Lbr	4.6329	7.82367	5.84111	6.6231	5.82749
Lbx1	0	0	0.226663	0	0
Lbx2	0.367328	0.105575	0.183503	0.474347	0.267858
Lca5	1.87123	1.6557	2.91962	2.05615	1.78387
Lca5l	0.263555	0.179594	0.339892	0.283999	0.260839
Lcat	4.3314	2.52333	3.03238	3.18108	4.41913
Lce1a1	0.374119	0	0.143775	0	0
Lce1f	0	0	0	0	0.13408
Lce1g	0.142203	0	0	0.0976949	0.108046
Lce1k	0	0	0	0	0.149736
Lce3e	0.205442	0	0	0	0
Lce6a	0.60904	0.668325	0.114846	0.611219	0.232731
Lck	0.924985	0.913767	0.715317	0.480993	0.588683
Lclat1	24.127	24.4192	24.8581	25.2077	26.3327
Lcmt1	32.7175	31.3466	32.9712	32.7849	32.8501
Lcmt2	3.93099	3.83793	3.60723	3.5744	3.71999
Lcn2	3.78796	16.2963	18.6554	17.4177	11.4313
Lcor	0.69083	1.08696	1.06614	0.898748	0.913696
Lcorl	8.07168	6.61523	8.96049	9.87739	8.36142
Lcp1	79.2615	78.1756	81.3692	78.3225	82.3913
Lcp2	1.70012	1.69697	1.85761	1.31927	2.36206
Lct	0.618355	0.453872	0.488635	0.427948	0.548245
Lctl	3.75318	3.74878	2.64488	4.56776	2.47175
Ldb1	26.6595	23.5499	24.4128	23.7123	24.9747
Ldb2	49.5837	50.8306	52.7174	54.1538	53.0672
Ldb3	6.14386	5.57377	16.6584	9.18196	4.44885
Ldha	302.215	295.258	304.972	299.446	321.782
Ldhal6b	0.343983	0.461095	0.328772	0.0985506	0.161672
Ldhb	292.641	294.019	298.777	235.173	271.661
Ldhd	8.4368	6.23694	8.64731	7.51147	7.51587
Ldlr	57.4594	57.3144	53.8263	52.8775	62.9277
